checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
,12.0,2.0,4.0,2171.0,0.0,,2.0,1.0,0.0,,2.0,,0.0,,,2.0,1.0,,0.0,1
3.0,,2.0,0.0,6761.0,,2.0,2.0,,,4.0,2.0,,2.0,,2.0,,,,0.0,0
2.0,24.0,2.0,,,0.0,1.0,,,,,2.0,,,,1.0,2.0,1.0,,0.0,1
1.0,,,4.0,766.0,,2.0,4.0,2.0,0.0,3.0,,,2.0,,1.0,1.0,1.0,0.0,0.0,0
1.0,,2.0,,458.0,0.0,,4.0,2.0,,3.0,0.0,24.0,2.0,1.0,1.0,,,0.0,0.0,1
1.0,,2.0,0.0,7308.0,0.0,,,2.0,,,3.0,,,,,3.0,1.0,1.0,0.0,1
1.0,,2.0,0.0,1318.0,3.0,4.0,,2.0,,4.0,0.0,54.0,,,1.0,2.0,1.0,1.0,0.0,1
0.0,,4.0,3.0,,,,1.0,1.0,0.0,,2.0,23.0,2.0,1.0,2.0,2.0,,0.0,0.0,0
1.0,21.0,,3.0,3976.0,4.0,3.0,2.0,,0.0,,2.0,35.0,,1.0,1.0,2.0,1.0,1.0,0.0,1
2.0,,2.0,0.0,2923.0,,,1.0,1.0,0.0,,2.0,28.0,0.0,,1.0,3.0,1.0,1.0,0.0,1
2.0,10.0,2.0,5.0,1225.0,0.0,,,,,2.0,2.0,,2.0,1.0,,2.0,,1.0,0.0,1
,,4.0,1.0,,1.0,0.0,3.0,2.0,,,2.0,,,,1.0,2.0,1.0,0.0,0.0,1
0.0,,2.0,0.0,,,,4.0,2.0,1.0,,,45.0,,1.0,,2.0,1.0,,0.0,0
0.0,24.0,,1.0,2812.0,4.0,4.0,,,,4.0,,26.0,,,,,1.0,0.0,,1
0.0,40.0,4.0,7.0,,0.0,2.0,,2.0,0.0,3.0,,27.0,0.0,1.0,1.0,2.0,,,0.0,0
1.0,10.0,,4.0,1048.0,0.0,2.0,4.0,2.0,0.0,4.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,48.0,2.0,0.0,,4.0,3.0,,1.0,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,1
3.0,22.0,2.0,4.0,,2.0,4.0,3.0,,,4.0,2.0,,2.0,1.0,1.0,,1.0,0.0,,1
,18.0,4.0,,1530.0,0.0,,3.0,,,2.0,,32.0,0.0,,,2.0,,0.0,0.0,0
2.0,36.0,2.0,,4210.0,,2.0,4.0,,,,2.0,26.0,2.0,1.0,1.0,2.0,,0.0,0.0,0
0.0,,,2.0,1358.0,,,,,0.0,3.0,2.0,40.0,1.0,,,,1.0,,0.0,0
0.0,18.0,2.0,3.0,,0.0,2.0,2.0,2.0,0.0,2.0,2.0,,,1.0,1.0,2.0,1.0,0.0,0.0,0
0.0,15.0,2.0,4.0,1053.0,0.0,,4.0,,0.0,2.0,0.0,,,,1.0,,1.0,0.0,,1
3.0,12.0,0.0,,2759.0,,4.0,,2.0,0.0,4.0,,34.0,2.0,1.0,2.0,2.0,,0.0,0.0,1
,,0.0,,4165.0,0.0,2.0,2.0,2.0,0.0,,2.0,36.0,1.0,1.0,2.0,2.0,2.0,,0.0,0
2.0,30.0,4.0,,,0.0,,4.0,2.0,0.0,,,,2.0,,1.0,,1.0,0.0,0.0,1
0.0,15.0,4.0,3.0,1478.0,0.0,4.0,,2.0,0.0,4.0,2.0,,,1.0,2.0,,2.0,1.0,,1
,18.0,4.0,3.0,1295.0,0.0,1.0,,1.0,0.0,1.0,1.0,27.0,2.0,1.0,2.0,2.0,,0.0,0.0,1
3.0,12.0,2.0,4.0,1963.0,0.0,3.0,,,0.0,2.0,2.0,,2.0,0.0,,,2.0,1.0,0.0,1
1.0,12.0,4.0,,958.0,0.0,3.0,,2.0,0.0,,0.0,47.0,,1.0,,1.0,2.0,0.0,,1
3.0,18.0,,,1943.0,0.0,,4.0,1.0,,,,,2.0,,1.0,2.0,1.0,0.0,,0
0.0,,2.0,4.0,1680.0,2.0,4.0,3.0,,0.0,1.0,0.0,35.0,2.0,1.0,1.0,2.0,1.0,,0.0,1
,18.0,,4.0,1505.0,0.0,2.0,4.0,2.0,0.0,2.0,3.0,32.0,2.0,2.0,1.0,3.0,1.0,1.0,,1
3.0,9.0,2.0,4.0,,1.0,4.0,3.0,2.0,1.0,,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,,1
,9.0,2.0,,1082.0,0.0,4.0,4.0,2.0,0.0,4.0,,27.0,2.0,1.0,2.0,,1.0,0.0,0.0,1
,,2.0,4.0,745.0,,,3.0,1.0,0.0,2.0,0.0,28.0,2.0,1.0,1.0,1.0,,0.0,0.0,0
0.0,9.0,4.0,4.0,,0.0,2.0,,,0.0,4.0,,,2.0,1.0,2.0,1.0,,,0.0,1
1.0,24.0,2.0,4.0,,1.0,,,2.0,,1.0,2.0,,,,1.0,,,0.0,0.0,1
3.0,,4.0,,,,,4.0,2.0,0.0,3.0,0.0,46.0,2.0,1.0,,2.0,1.0,,,1
3.0,12.0,4.0,0.0,,0.0,,,1.0,,2.0,1.0,38.0,2.0,1.0,1.0,0.0,1.0,,0.0,1
1.0,60.0,2.0,7.0,,,2.0,4.0,,0.0,,3.0,42.0,,2.0,1.0,2.0,,,0.0,0
,12.0,2.0,3.0,1262.0,4.0,4.0,2.0,,,4.0,1.0,49.0,,1.0,1.0,1.0,1.0,,,1
0.0,,2.0,0.0,976.0,0.0,1.0,1.0,1.0,0.0,2.0,,23.0,2.0,1.0,1.0,1.0,1.0,0.0,,0
0.0,,2.0,,7476.0,0.0,,,2.0,0.0,1.0,3.0,,,2.0,,,1.0,,0.0,1
0.0,28.0,,0.0,4006.0,0.0,,3.0,,,,2.0,,,1.0,1.0,1.0,,0.0,0.0,0
1.0,54.0,0.0,9.0,15945.0,,1.0,,2.0,0.0,4.0,3.0,58.0,2.0,,1.0,2.0,1.0,1.0,0.0,0
0.0,6.0,2.0,0.0,,,,,1.0,,3.0,,,,1.0,,,1.0,1.0,0.0,1
,6.0,4.0,,3384.0,0.0,2.0,,,0.0,4.0,,44.0,2.0,0.0,1.0,3.0,,,,0
3.0,,4.0,1.0,,3.0,,4.0,,0.0,2.0,,38.0,2.0,1.0,2.0,,,1.0,,1
3.0,6.0,2.0,3.0,,0.0,,1.0,1.0,0.0,,1.0,32.0,2.0,1.0,1.0,2.0,,,,0
1.0,27.0,3.0,1.0,5965.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,30.0,2.0,1.0,2.0,3.0,1.0,1.0,,1
,6.0,2.0,6.0,,2.0,,,,,4.0,0.0,,,0.0,1.0,1.0,1.0,0.0,,1
,18.0,3.0,9.0,2169.0,0.0,2.0,4.0,3.0,,2.0,2.0,,2.0,1.0,1.0,2.0,,1.0,,0
3.0,24.0,4.0,3.0,3777.0,3.0,2.0,4.0,,,4.0,0.0,50.0,,,1.0,2.0,1.0,,0.0,1
3.0,6.0,4.0,3.0,1221.0,4.0,2.0,1.0,,0.0,2.0,1.0,27.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
3.0,6.0,,0.0,362.0,1.0,,,,0.0,,,52.0,,1.0,2.0,,,0.0,,1
,,,7.0,,4.0,,4.0,,0.0,4.0,3.0,61.0,,,1.0,,1.0,0.0,,1
,,4.0,7.0,2319.0,0.0,1.0,2.0,,,1.0,2.0,33.0,,0.0,1.0,,1.0,,0.0,0
0.0,12.0,2.0,5.0,741.0,,0.0,4.0,1.0,,,,22.0,2.0,1.0,,2.0,1.0,,0.0,0
1.0,,2.0,6.0,,,2.0,4.0,,,2.0,0.0,,2.0,,1.0,2.0,,,,1
,24.0,2.0,1.0,2924.0,0.0,,3.0,2.0,,,3.0,63.0,0.0,,1.0,2.0,2.0,1.0,0.0,1
0.0,24.0,1.0,3.0,3552.0,0.0,3.0,3.0,2.0,,4.0,,27.0,0.0,1.0,1.0,2.0,1.0,,0.0,0
1.0,,4.0,,4746.0,0.0,1.0,4.0,2.0,0.0,2.0,1.0,25.0,2.0,1.0,2.0,,1.0,0.0,0.0,0
3.0,,4.0,4.0,1544.0,0.0,3.0,,2.0,,1.0,,42.0,2.0,1.0,,1.0,2.0,,0.0,1
3.0,24.0,3.0,1.0,,,3.0,,2.0,0.0,3.0,2.0,,2.0,1.0,2.0,1.0,,1.0,,1
,,2.0,4.0,,2.0,1.0,1.0,3.0,0.0,,0.0,,2.0,0.0,1.0,,1.0,,,1
,48.0,2.0,9.0,,0.0,,3.0,1.0,,4.0,1.0,,2.0,0.0,1.0,,1.0,0.0,0.0,0
3.0,,2.0,4.0,3595.0,0.0,4.0,4.0,,0.0,,,28.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
,12.0,2.0,4.0,1107.0,0.0,,2.0,,0.0,2.0,0.0,20.0,,,1.0,3.0,2.0,1.0,0.0,1
3.0,18.0,,4.0,,0.0,1.0,3.0,2.0,,2.0,,32.0,2.0,1.0,1.0,2.0,1.0,1.0,,1
2.0,,4.0,0.0,,0.0,4.0,,2.0,0.0,4.0,3.0,63.0,,,2.0,,,,,1
0.0,,2.0,0.0,8978.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,,,,,3.0,1.0,1.0,1.0,0
0.0,24.0,4.0,,,0.0,4.0,4.0,,0.0,4.0,2.0,60.0,2.0,,2.0,,,,0.0,0
1.0,36.0,3.0,9.0,,0.0,2.0,2.0,0.0,,2.0,,30.0,1.0,1.0,2.0,3.0,1.0,,0.0,0
3.0,15.0,,7.0,1532.0,1.0,2.0,4.0,,0.0,3.0,,31.0,,1.0,1.0,2.0,1.0,0.0,0.0,1
0.0,36.0,2.0,3.0,,0.0,4.0,2.0,2.0,0.0,2.0,1.0,,0.0,1.0,1.0,,,0.0,,0
,24.0,4.0,,,,4.0,,,0.0,4.0,,54.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1
3.0,9.0,2.0,4.0,,0.0,3.0,4.0,,0.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,0.0,0
3.0,,,9.0,3609.0,0.0,2.0,,,0.0,1.0,,,,,,2.0,,,0.0,1
0.0,12.0,2.0,1.0,3386.0,0.0,4.0,,2.0,0.0,4.0,3.0,35.0,2.0,2.0,1.0,,,1.0,0.0,0
,30.0,2.0,,4811.0,4.0,3.0,2.0,1.0,0.0,4.0,1.0,,,0.0,,1.0,,0.0,0.0,1
3.0,,2.0,1.0,2901.0,,1.0,1.0,,0.0,,,,2.0,0.0,1.0,2.0,1.0,,0.0,1
0.0,,3.0,4.0,,0.0,,3.0,2.0,0.0,2.0,,26.0,0.0,1.0,2.0,,,1.0,0.0,0
1.0,15.0,4.0,,2326.0,2.0,,2.0,,,,2.0,27.0,0.0,1.0,1.0,2.0,1.0,,,1
,,2.0,0.0,14555.0,,0.0,1.0,2.0,,,1.0,23.0,2.0,1.0,1.0,0.0,1.0,,0.0,0
3.0,24.0,4.0,,1516.0,,2.0,,,0.0,1.0,0.0,43.0,2.0,1.0,,1.0,1.0,0.0,0.0,1
,,2.0,4.0,6758.0,0.0,2.0,3.0,1.0,0.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,0.0,0
,,4.0,3.0,,0.0,1.0,,1.0,0.0,4.0,1.0,21.0,2.0,0.0,,2.0,,0.0,0.0,1
1.0,48.0,1.0,0.0,12169.0,4.0,0.0,,2.0,1.0,,3.0,36.0,2.0,,1.0,,,1.0,0.0,1
3.0,15.0,,3.0,3343.0,0.0,2.0,4.0,2.0,0.0,2.0,3.0,,,2.0,1.0,2.0,,,0.0,1
,6.0,4.0,3.0,,0.0,0.0,4.0,2.0,0.0,,3.0,,,,,3.0,1.0,,0.0,1
0.0,,2.0,,9271.0,,,,2.0,,,2.0,24.0,2.0,1.0,,2.0,1.0,,,0
3.0,,,4.0,804.0,0.0,4.0,4.0,,,4.0,2.0,,2.0,1.0,1.0,,1.0,0.0,,1
,,2.0,4.0,368.0,4.0,,4.0,,0.0,4.0,1.0,38.0,2.0,1.0,1.0,2.0,1.0,0.0,,1
0.0,12.0,,,708.0,0.0,2.0,,2.0,2.0,3.0,1.0,38.0,2.0,1.0,,1.0,2.0,0.0,,1
,12.0,2.0,,1168.0,0.0,,,3.0,0.0,3.0,0.0,,2.0,1.0,1.0,,1.0,0.0,0.0,1
,24.0,2.0,0.0,947.0,0.0,,4.0,,,3.0,3.0,,0.0,2.0,1.0,2.0,,0.0,0.0,0
3.0,15.0,2.0,3.0,2186.0,4.0,3.0,1.0,1.0,0.0,4.0,0.0,33.0,,0.0,,1.0,,,,1
3.0,12.0,,3.0,,,,2.0,1.0,0.0,4.0,1.0,22.0,2.0,,,,1.0,,0.0,1
,14.0,,9.0,,,4.0,,,0.0,,0.0,,2.0,1.0,1.0,2.0,,1.0,,1
3.0,24.0,4.0,1.0,6842.0,4.0,2.0,2.0,2.0,0.0,,1.0,46.0,2.0,1.0,2.0,3.0,,1.0,0.0,1
0.0,48.0,,4.0,,0.0,,1.0,3.0,2.0,,,34.0,,1.0,,2.0,1.0,1.0,0.0,0
1.0,,2.0,,1567.0,0.0,2.0,,1.0,0.0,1.0,2.0,22.0,,,,2.0,1.0,1.0,0.0,1
,24.0,4.0,4.0,,0.0,4.0,4.0,3.0,,,,46.0,2.0,1.0,2.0,2.0,,0.0,,1
1.0,,2.0,4.0,3092.0,1.0,1.0,3.0,3.0,0.0,2.0,,,2.0,0.0,1.0,,,1.0,0.0,0
1.0,,2.0,3.0,9960.0,0.0,,,1.0,0.0,2.0,,26.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0
,,,,,0.0,1.0,,1.0,,4.0,,25.0,,1.0,,1.0,,,0.0,0
,,,,1154.0,1.0,0.0,4.0,,0.0,,,57.0,2.0,,3.0,1.0,1.0,0.0,,1
,,2.0,,,2.0,,2.0,1.0,0.0,2.0,1.0,26.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0
3.0,6.0,,0.0,672.0,0.0,0.0,,,0.0,4.0,0.0,,2.0,1.0,1.0,0.0,1.0,,0.0,1
3.0,12.0,2.0,,1076.0,0.0,,2.0,3.0,0.0,2.0,,,2.0,1.0,1.0,,,1.0,1.0,1
0.0,42.0,2.0,4.0,,4.0,3.0,4.0,1.0,0.0,3.0,,30.0,2.0,1.0,1.0,3.0,,1.0,0.0,0
,12.0,2.0,,1101.0,0.0,2.0,3.0,3.0,0.0,,0.0,27.0,2.0,,,,1.0,1.0,0.0,1
0.0,,,3.0,4169.0,0.0,2.0,4.0,2.0,,4.0,,,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
,24.0,,,1552.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,32.0,,1.0,,2.0,,0.0,,1
1.0,72.0,2.0,,5595.0,1.0,,2.0,3.0,0.0,,2.0,24.0,2.0,1.0,1.0,,1.0,0.0,0.0,0
,15.0,,,5045.0,,,1.0,1.0,,4.0,,59.0,2.0,,1.0,,1.0,1.0,,1
,8.0,2.0,3.0,,0.0,,3.0,,0.0,4.0,,24.0,,1.0,1.0,2.0,1.0,,0.0,0
1.0,15.0,2.0,4.0,802.0,0.0,4.0,4.0,2.0,0.0,,2.0,37.0,2.0,1.0,1.0,,2.0,0.0,0.0,0
,48.0,0.0,9.0,14421.0,0.0,2.0,2.0,,0.0,2.0,,25.0,,,1.0,2.0,1.0,1.0,0.0,0
3.0,36.0,4.0,1.0,,,4.0,,,0.0,2.0,1.0,35.0,,,,2.0,2.0,1.0,0.0,1
,,4.0,4.0,2404.0,,2.0,2.0,1.0,0.0,,,,2.0,,2.0,2.0,,0.0,,1
3.0,6.0,4.0,4.0,,0.0,4.0,2.0,3.0,0.0,2.0,,30.0,2.0,0.0,,,,0.0,,1
3.0,36.0,,1.0,,,,,2.0,,4.0,3.0,,,2.0,2.0,2.0,1.0,0.0,0.0,1
3.0,30.0,2.0,,,,,4.0,2.0,,,2.0,58.0,,1.0,1.0,,1.0,1.0,0.0,1
,30.0,,6.0,,,,1.0,0.0,0.0,1.0,,,,1.0,,,1.0,1.0,0.0,0
3.0,27.0,3.0,,8613.0,3.0,2.0,2.0,2.0,0.0,2.0,,27.0,2.0,,2.0,,1.0,0.0,0.0,1
,,2.0,,,0.0,2.0,,2.0,2.0,2.0,0.0,34.0,2.0,1.0,1.0,,1.0,,0.0,1
,,2.0,9.0,,0.0,2.0,,1.0,,4.0,1.0,22.0,2.0,,1.0,1.0,1.0,0.0,,1
,,2.0,4.0,2039.0,0.0,1.0,,3.0,,1.0,1.0,22.0,2.0,,1.0,2.0,1.0,1.0,0.0,0
0.0,47.0,2.0,0.0,10722.0,0.0,,1.0,1.0,0.0,1.0,0.0,35.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.0,10.0,2.0,,727.0,2.0,,4.0,2.0,,4.0,,,,2.0,1.0,,1.0,1.0,0.0,1
,,,0.0,,0.0,4.0,2.0,2.0,0.0,,3.0,,0.0,1.0,,3.0,,1.0,,0
,27.0,4.0,,2442.0,,,,2.0,0.0,4.0,2.0,43.0,1.0,1.0,4.0,3.0,2.0,,,1
1.0,12.0,,4.0,1092.0,,2.0,4.0,1.0,2.0,4.0,0.0,49.0,2.0,,2.0,,1.0,1.0,,1
1.0,12.0,,4.0,1484.0,,2.0,,3.0,,1.0,0.0,25.0,2.0,1.0,,2.0,1.0,1.0,0.0,0
,,2.0,3.0,,0.0,2.0,,3.0,0.0,,,21.0,,0.0,1.0,2.0,,0.0,0.0,1
,,4.0,,1928.0,,1.0,2.0,,0.0,2.0,,31.0,2.0,1.0,2.0,1.0,1.0,,0.0,0
,24.0,,3.0,,0.0,1.0,4.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1
3.0,48.0,2.0,9.0,4844.0,,,3.0,2.0,0.0,2.0,2.0,,,,1.0,,,1.0,0.0,0
,24.0,4.0,1.0,,4.0,3.0,4.0,2.0,0.0,4.0,,43.0,2.0,1.0,2.0,2.0,,,,1
,48.0,4.0,4.0,3578.0,,4.0,4.0,2.0,0.0,,0.0,47.0,2.0,,1.0,2.0,,1.0,0.0,1
0.0,36.0,2.0,,8335.0,4.0,4.0,3.0,,0.0,4.0,3.0,,,2.0,1.0,,1.0,,0.0,0
,36.0,1.0,,2746.0,0.0,,4.0,2.0,0.0,4.0,2.0,31.0,0.0,,1.0,2.0,,0.0,0.0,0
3.0,18.0,4.0,0.0,,0.0,2.0,4.0,,,,0.0,36.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1
1.0,12.0,2.0,0.0,888.0,0.0,4.0,4.0,2.0,0.0,,,,0.0,1.0,,1.0,,0.0,0.0,0
3.0,,4.0,,,1.0,2.0,4.0,1.0,0.0,2.0,,,2.0,1.0,2.0,,1.0,,0.0,0
0.0,,,1.0,1526.0,0.0,4.0,4.0,2.0,0.0,4.0,3.0,66.0,,2.0,,,1.0,0.0,0.0,1
0.0,6.0,1.0,7.0,,0.0,,,1.0,0.0,,,35.0,2.0,2.0,,,1.0,0.0,0.0,0
0.0,48.0,2.0,0.0,7763.0,0.0,,4.0,,,4.0,3.0,42.0,,,1.0,,1.0,,,0
1.0,18.0,2.0,9.0,2622.0,1.0,2.0,,2.0,0.0,,2.0,,2.0,,,2.0,,,0.0,1
3.0,12.0,,7.0,719.0,,4.0,4.0,,,,2.0,,,,,1.0,2.0,0.0,0.0,0
0.0,24.0,4.0,9.0,1382.0,1.0,,4.0,2.0,0.0,1.0,0.0,,,,2.0,2.0,1.0,1.0,,1
0.0,24.0,1.0,1.0,,0.0,2.0,1.0,1.0,,4.0,,22.0,0.0,0.0,1.0,,,0.0,1.0,1
0.0,11.0,4.0,0.0,,0.0,2.0,2.0,2.0,0.0,2.0,0.0,,2.0,0.0,2.0,2.0,,0.0,0.0,1
,,3.0,,,2.0,3.0,4.0,2.0,0.0,,2.0,37.0,,,1.0,,1.0,1.0,0.0,1
3.0,12.0,,,,0.0,4.0,,,,1.0,,,,1.0,2.0,,2.0,0.0,0.0,1
0.0,24.0,,,3234.0,,1.0,4.0,,,4.0,,23.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0
3.0,48.0,,9.0,7629.0,4.0,4.0,4.0,,0.0,,2.0,46.0,,1.0,2.0,3.0,2.0,0.0,0.0,1
,,4.0,,,2.0,2.0,,2.0,0.0,4.0,,,2.0,1.0,2.0,,1.0,1.0,0.0,1
3.0,,,3.0,1402.0,2.0,3.0,,,0.0,,,,,0.0,,,,,0.0,1
0.0,39.0,4.0,3.0,14179.0,,,4.0,2.0,0.0,,1.0,30.0,2.0,1.0,2.0,,1.0,1.0,,1
0.0,,2.0,3.0,3650.0,,,1.0,,,4.0,2.0,22.0,2.0,0.0,1.0,2.0,1.0,,0.0,1
,36.0,,0.0,3535.0,0.0,3.0,4.0,2.0,0.0,4.0,2.0,37.0,,,2.0,2.0,1.0,1.0,,1
1.0,15.0,,,1308.0,,,4.0,,0.0,4.0,2.0,38.0,2.0,1.0,2.0,,,0.0,0.0,1
1.0,9.0,2.0,,3195.0,4.0,2.0,1.0,1.0,,,0.0,33.0,,1.0,1.0,,,0.0,0.0,1
2.0,,3.0,0.0,2247.0,,2.0,2.0,1.0,,2.0,,36.0,,,2.0,2.0,1.0,1.0,,1
,12.0,2.0,,1158.0,,2.0,3.0,0.0,,1.0,2.0,,2.0,,,2.0,,1.0,0.0,1
1.0,,,,3060.0,0.0,3.0,4.0,,0.0,,0.0,28.0,2.0,,2.0,,,0.0,0.0,0
3.0,,,4.0,1240.0,4.0,4.0,,1.0,0.0,,0.0,,,1.0,2.0,,,,0.0,1
,24.0,2.0,0.0,4817.0,,3.0,2.0,2.0,1.0,3.0,1.0,31.0,,1.0,1.0,2.0,,,,0
,12.0,4.0,9.0,,,0.0,4.0,,0.0,2.0,2.0,,1.0,1.0,,3.0,1.0,1.0,,0
,12.0,4.0,0.0,682.0,1.0,3.0,4.0,,0.0,3.0,2.0,,2.0,1.0,2.0,2.0,,,0.0,1
,,4.0,0.0,,0.0,4.0,1.0,1.0,0.0,4.0,0.0,33.0,,,,2.0,1.0,1.0,0.0,0
,,2.0,4.0,1282.0,1.0,2.0,4.0,,,,2.0,,2.0,1.0,1.0,1.0,1.0,0.0,,0
1.0,,2.0,3.0,3017.0,0.0,1.0,3.0,,0.0,,,34.0,,0.0,,,1.0,0.0,,1
0.0,24.0,2.0,0.0,3123.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,27.0,2.0,1.0,,2.0,1.0,,0.0,0
2.0,,,4.0,1337.0,0.0,1.0,4.0,,,,2.0,34.0,2.0,1.0,2.0,3.0,,1.0,,0
,,4.0,0.0,,0.0,3.0,,2.0,1.0,3.0,,49.0,2.0,1.0,2.0,2.0,,,,1
0.0,12.0,,,759.0,0.0,,4.0,2.0,0.0,2.0,,,2.0,,1.0,2.0,1.0,0.0,,0
0.0,,1.0,9.0,7685.0,,3.0,,1.0,2.0,,2.0,,2.0,0.0,,2.0,1.0,0.0,0.0,0
0.0,9.0,,3.0,2136.0,,,3.0,2.0,0.0,2.0,0.0,25.0,2.0,,1.0,2.0,1.0,0.0,0.0,1
0.0,60.0,2.0,9.0,7297.0,0.0,4.0,4.0,2.0,1.0,4.0,3.0,,2.0,,,2.0,1.0,0.0,0.0,0
2.0,,,,1347.0,4.0,3.0,4.0,2.0,0.0,2.0,1.0,27.0,2.0,,2.0,2.0,,,0.0,1
3.0,21.0,2.0,4.0,,4.0,4.0,,2.0,0.0,3.0,1.0,41.0,2.0,1.0,1.0,2.0,,1.0,0.0,1
0.0,,2.0,,,0.0,2.0,,2.0,0.0,,2.0,27.0,,1.0,1.0,3.0,1.0,0.0,0.0,1
,,4.0,4.0,1851.0,,,4.0,3.0,,2.0,2.0,33.0,2.0,1.0,2.0,2.0,1.0,1.0,,1
1.0,8.0,,,1414.0,,,4.0,2.0,2.0,,0.0,33.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,1
,10.0,4.0,,2241.0,,1.0,1.0,2.0,,3.0,0.0,48.0,2.0,,2.0,1.0,,,,1
,9.0,,0.0,,0.0,2.0,4.0,2.0,0.0,3.0,2.0,28.0,2.0,,,1.0,1.0,0.0,,0
3.0,24.0,2.0,,5511.0,,,,2.0,0.0,1.0,2.0,25.0,1.0,1.0,1.0,2.0,1.0,,,1
2.0,,2.0,4.0,,0.0,2.0,3.0,,,4.0,0.0,23.0,2.0,0.0,1.0,,1.0,0.0,0.0,1
3.0,6.0,,4.0,,0.0,2.0,3.0,1.0,0.0,1.0,0.0,29.0,,,1.0,,,0.0,0.0,1
3.0,24.0,4.0,6.0,2058.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,33.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1
1.0,,2.0,,,1.0,2.0,2.0,1.0,,4.0,,,,0.0,2.0,,1.0,,0.0,0
1.0,,,4.0,2930.0,0.0,3.0,,1.0,0.0,1.0,0.0,27.0,2.0,,1.0,,1.0,0.0,0.0,1
0.0,21.0,,0.0,3763.0,4.0,3.0,2.0,2.0,1.0,,0.0,24.0,2.0,,,,1.0,0.0,1.0,1
0.0,36.0,2.0,,,0.0,,,1.0,0.0,4.0,2.0,34.0,2.0,1.0,1.0,2.0,,1.0,0.0,0
,12.0,2.0,,1331.0,0.0,,2.0,2.0,0.0,1.0,,,,,,,1.0,0.0,0.0,0
,18.0,4.0,3.0,,,4.0,3.0,,,4.0,1.0,37.0,2.0,1.0,,,1.0,,0.0,1
3.0,,2.0,,1413.0,0.0,2.0,4.0,3.0,,,1.0,28.0,2.0,1.0,1.0,,1.0,0.0,0.0,1
3.0,,4.0,1.0,4042.0,4.0,3.0,,,0.0,4.0,1.0,43.0,2.0,,2.0,,,1.0,,1
3.0,60.0,3.0,,15653.0,0.0,,,2.0,0.0,,2.0,21.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1
0.0,,,0.0,,4.0,2.0,4.0,3.0,0.0,2.0,,23.0,,1.0,1.0,2.0,1.0,0.0,0.0,0
,,2.0,4.0,5951.0,0.0,2.0,,1.0,0.0,2.0,0.0,22.0,2.0,1.0,1.0,,,0.0,0.0,0
3.0,18.0,,1.0,3378.0,4.0,,2.0,2.0,0.0,,1.0,31.0,2.0,,1.0,2.0,1.0,,0.0,1
,11.0,,,2142.0,3.0,4.0,1.0,0.0,0.0,,,28.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1
0.0,,,1.0,5493.0,,4.0,2.0,2.0,,,,42.0,2.0,,1.0,2.0,2.0,0.0,0.0,1
,,2.0,0.0,,4.0,,4.0,2.0,0.0,3.0,,50.0,2.0,1.0,1.0,2.0,1.0,,,1
3.0,24.0,4.0,,,,4.0,2.0,,,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1
,12.0,,4.0,930.0,,4.0,,2.0,,,0.0,,,1.0,4.0,2.0,1.0,,0.0,1
0.0,,,,2578.0,0.0,0.0,3.0,,,4.0,3.0,55.0,,,,3.0,,0.0,0.0,1
3.0,9.0,,7.0,3832.0,4.0,4.0,1.0,2.0,0.0,4.0,0.0,64.0,,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,18.0,,0.0,2899.0,4.0,4.0,4.0,2.0,,,2.0,,2.0,,1.0,,2.0,0.0,0.0,1
3.0,,,,,4.0,,,1.0,0.0,4.0,1.0,29.0,0.0,,2.0,2.0,1.0,,0.0,0
1.0,36.0,2.0,4.0,2671.0,,,,1.0,1.0,,,50.0,,2.0,1.0,,1.0,0.0,0.0,0
1.0,10.0,2.0,,,,2.0,4.0,,0.0,2.0,,31.0,,1.0,1.0,1.0,1.0,0.0,0.0,1
